event_type,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
3,172,2,0,1,0,0,1,0,15,5,10,0,12083,0,1469,0,0,12146,25698
3,185,1,0,1,1,1,1,0,12,4,10,8,14066,3298,1614,14306,0,12288,45572
3,90,1,0,1,0,0,1,0,4,1,6,0,3774,0,974,0,0,7258,12006
4,23,2,0,1,1,0,1,0,2,1,4,8,1465,2015,344,0,0,3877,7701
2,126,5,7000,1,1,1,1,1,10,3,12,10,25962,5529,1240,8740,3072,10736,55279
1,120,3,0,0,1,1,1,0,8,3,0,10,0,6452,1717,5856,0,8048,22073
0,194,1,1000,0,0,1,1,1,19,6,0,0,0,0,2486,14517,2215,10583,29801
0,155,4,0,1,1,1,1,0,14,3,11,6,20579,2491,1987,10094,0,11773,46924
3,254,1,0,1,1,1,1,0,23,4,12,8,37903,4467,2672,20125,0,11439,76606
2,34,8,15000,1,1,0,1,1,2,1,5,7,6234,1734,460,0,4264,5330,18022
1,135,3,0,1,1,1,0,0,13,2,10,10,11983,8297,0,6264,0,6920,33464
4,66,2,0,1,1,0,1,0,4,1,7,9,4864,3852,756,0,0,4958,14430
4,97,3,0,1,1,1,1,0,8,2,7,9,7701,4258,1194,4411,0,7406,24970
1,125,3,10000,1,1,1,1,1,8,2,10,10,9634,8732,1004,5726,3732,8276,37104
3,216,1,0,1,1,0,1,0,12,4,12,8,30302,4219,2338,0,0,15505,52364
4,87,2,0,1,1,0,1,0,7,1,7,9,5935,6046,1253,0,0,7660,20894
2,166,5,10000,1,1,0,1,1,9,2,12,10,27867,7765,1421,0,3731,11683,52467
2,93,5,0,1,1,0,1,0,5,2,8,8,10361,3895,1022,0,0,7922,23200
0,138,2,10000,1,1,1,1,1,9,4,10,6,11394,1739,1724,5806,3923,6381,30967
3,270,2,0,1,0,1,1,0,16,8,12,0,40428,0,2455,19680,0,14504,77067
1,55,1,10000,1,1,0,1,0,5,1,6,8,2810,2684,760,0,0,4132,10386
2,45,6,0,1,1,0,1,0,2,1,5,7,8165,2783,419,0,0,4621,15988
0,226,1,5000,1,1,0,0,1,13,5,12,6,34678,2376,0,0,2599,12269,51922
1,143,2,20000,1,1,0,1,0,11,3,10,10,11774,7436,1383,0,0,9066,29659
0,59,2,1000,1,1,0,1,0,3,1,6,4,2718,648,857,0,0,3186,7409
1,48,4,2000,1,1,0,0,1,2,1,4,7,4865,2088,0,0,1880,4503,13336
4,39,3,0,1,1,0,1,0,3,1,4,8,1825,3230,569,0,0,2088,7712
3,275,1,0,1,0,1,1,0,25,4,12,0,37936,0,3187,18170,0,14528,73821
3,212,3,0,1,0,0,1,0,12,5,12,0,32501,0,2897,0,0,11714,47112
4,55,2,0,1,1,0,1,0,4,1,7,9,3657,3870,584,0,0,3340,11451
3,253,1,0,1,0,1,1,0,18,6,12,0,35933,0,2944,16337,0,12970,68184
0,234,4,0,1,0,1,0,0,23,5,13,0,45999,0,0,9909,0,12282,68190
0,172,3,0,1,0,0,1,0,10,3,10,0,14891,0,2268,0,0,12367,29526
0,165,4,7000,1,0,0,1,0,12,3,11,0,25912,0,1805,0,0,11424,39141
4,72,3,0,1,1,0,1,0,4,2,7,9,5008,3010,1023,0,0,4215,13256
4,96,2,0,1,1,1,1,0,5,1,7,9,7289,4310,776,6233,0,6375,24983
0,28,2,1000,1,0,0,1,1,2,1,3,0,770,0,350,0,1757,1886,4763
3,109,1,0,1,1,1,1,0,9,2,10,8,9454,2564,1149,5966,0,7257,26390
1,52,3,2000,1,1,1,1,1,2,1,6,8,2184,3339,605,617,2104,4218,13067
2,159,7,0,1,1,1,1,0,8,5,12,10,43728,11658,1926,9365,0,12112,78789
1,183,4,0,1,1,0,1,0,9,4,11,10,23775,7891,1956,0,0,10268,43890
3,53,2,0,1,0,0,1,0,3,1,6,0,2643,0,656,0,0,5323,8622
4,85,5,0,1,1,0,1,0,4,2,8,9,10269,3933,1194,0,0,5820,21216
1,146,3,0,1,1,0,1,0,9,3,10,10,12414,7453,1673,0,0,8085,29625
0,239,3,7000,1,0,1,0,1,12,5,12,0,32140,0,0,15265,2789,9661,59855
2,42,8,0,1,1,1,1,0,3,1,5,7,8422,2211,550,562,0,2964,14709
0,142,3,3000,1,0,1,1,1,14,3,10,0,10983,0,1257,7903,1957,10088,32188
2,194,5,20000,1,1,1,1,1,10,6,12,10,33012,12872,2022,11934,4488,11907,76235
2,52,6,2000,1,1,0,1,1,3,1,8,8,10276,3549,430,0,1477,2922,18654
0,145,1,0,1,1,1,1,0,11,2,10,6,11019,2255,2077,5953,0,9408,30712
3,122,2,0,1,1,1,1,0,7,2,10,8,9775,2482,1553,5627,0,10310,29747
4,87,2,0,1,1,0,1,0,7,1,7,9,5744,5166,1048,0,0,6542,18500
2,36,7,1000,1,1,0,1,1,2,1,5,7,6447,1982,343,0,1691,5391,15854
2,46,5,0,1,1,0,1,0,2,1,5,7,5858,2435,609,0,0,4152,13054
0,68,3,0,1,1,0,1,0,4,2,6,4,2824,827,922,0,0,3516,8089
3,181,3,0,1,1,1,1,0,11,4,10,8,15270,3564,2116,8474,0,13015,42439
0,152,1,2000,1,0,1,0,1,10,5,10,0,13150,0,0,7061,2054,12574,34839
1,116,4,0,1,1,1,1,0,6,2,11,10,17134,6073,1150,7295,0,7057,38709
1,25,4,5000,1,1,0,0,1,2,1,4,7,2175,1745,0,0,2424,1996,8340
3,189,3,0,1,0,1,1,0,17,4,10,0,14980,0,2297,9458,0,11807,38542
2,153,7,15000,1,1,0,1,1,8,4,12,10,28725,7389,1664,0,3461,13763,55002
4,79,2,0,1,1,0,1,0,4,2,7,9,6224,4541,1180,0,0,3112,15057
4,71,2,0,1,1,0,1,0,4,1,7,9,4996,3573,699,0,0,1986,11254
1,75,2,0,1,1,0,0,0,3,1,6,8,3572,2858,0,0,0,4832,11262
4,46,2,0,1,1,0,1,0,3,1,4,8,2669,2908,574,0,0,3212,9363
2,57,4,3000,1,1,0,1,1,3,1,8,8,8447,2738,825,0,1797,3382,17189
0,152,4,3000,1,1,1,0,1,15,2,11,6,20220,1681,0,12048,2118,13610,49677
3,141,1,0,1,1,0,1,0,10,2,10,8,11439,2824,1269,0,0,8605,24137
2,87,7,3000,1,1,0,1,0,4,2,8,8,17898,5367,956,0,0,6866,31087
2,61,6,7000,1,1,0,1,1,5,1,8,8,12257,3998,794,0,3372,3981,24402
3,144,1,0,1,1,0,1,0,9,3,10,8,12859,3164,1873,0,0,8910,26806
4,56,5,0,1,1,0,1,0,5,1,8,9,7371,3495,620,0,0,2750,14236
1,167,3,2000,1,1,0,1,1,13,3,10,10,13695,9352,1918,0,2092,9515,36572
4,84,4,0,1,1,0,1,0,4,1,8,9,11545,5495,894,0,0,5146,23080
3,141,3,0,1,0,1,1,0,7,3,10,0,12957,0,1316,6586,0,7881,28740
1,29,2,0,1,1,1,0,0,2,1,3,7,871,1948,0,391,0,2982,6192
0,195,2,0,1,1,0,1,0,13,5,10,6,12813,2657,2180,0,0,13173,30823
0,35,4,0,1,1,0,0,0,2,1,4,3,3484,315,0,0,0,2844,6643
3,272,3,0,1,1,0,1,0,19,5,12,8,40060,4303,3653,0,0,13355,61371
2,159,5,2000,1,1,0,1,1,15,3,12,10,27771,6878,1497,0,1452,15394,52992
4,62,3,0,1,1,0,1,0,4,1,7,9,5020,4404,915,0,0,4231,14570
4,98,5,0,1,1,0,1,0,4,1,8,9,14875,4982,844,0,0,8212,28913
4,88,2,0,1,1,0,1,0,8,1,7,9,6960,3933,1012,0,0,5133,17038
4,42,4,0,1,1,1,1,0,2,1,5,8,4245,3280,410,806,0,3184,11925
4,71,4,0,1,1,0,1,0,6,1,8,9,10592,4941,795,0,0,2427,18755
1,80,3,20000,1,1,0,1,1,5,1,6,8,3357,3423,924,0,4299,5072,17075
2,128,8,0,1,1,1,1,0,6,4,12,10,27083,6203,1369,7269,0,7915,49839
0,20,3,0,1,1,0,0,0,2,1,3,3,554,228,0,0,0,2257,3039
4,79,5,0,1,1,0,1,0,4,2,8,9,11990,3586,1085,0,0,3185,19846
1,73,2,20000,1,1,0,0,0,3,1,6,8,3407,3443,0,0,0,4839,11689
1,181,1,20000,1,1,1,1,1,10,5,10,10,15107,7012,1714,12762,4150,13566,54311
2,138,8,0,1,1,1,1,0,9,2,12,10,38405,8822,1232,8482,0,7623,64564
2,64,4,2000,1,1,1,1,1,3,1,8,8,9014,3739,726,747,1567,2829,18622
2,192,8,15000,1,1,1,1,1,13,4,12,10,42277,9132,2468,11071,4171,12453,81572
2,152,7,20000,1,1,1,1,1,13,3,12,10,27091,7697,1826,8356,3401,13578,61949
1,66,2,0,1,1,1,0,0,4,1,6,8,2567,3557,0,746,0,3917,10787
1,90,3,5000,1,1,1,0,0,5,1,6,8,4204,3971,0,5309,0,6368,19852
2,167,6,0,1,1,0,1,0,12,4,12,10,34820,7263,1951,0,0,12592,56626
1,66,1,2000,1,1,0,1,1,4,1,6,8,2890,4003,621,0,1360,3474,12348
0,209,2,3000,1,1,0,0,0,17,3,12,6,25386,2478,0,0,0,13237,41101
1,56,3,0,1,1,0,0,0,4,1,6,8,2690,2616,0,0,0,2039,7345
2,138,7,0,1,1,1,1,0,12,3,12,10,29034,7692,1785,10595,0,8171,57277
0,153,2,3000,0,0,1,1,0,8,2,0,0,0,0,1427,10053,0,10481,21961
1,68,4,7000,1,1,1,0,0,6,1,7,8,7641,4161,0,1242,0,3325,16369
4,32,4,0,1,1,0,1,0,2,1,5,8,3478,2312,456,0,0,2966,9212
3,164,2,0,1,0,0,1,0,8,2,10,0,13367,0,2040,0,0,13613,29020
0,31,1,10000,1,0,1,0,1,2,1,3,0,886,0,0,492,4769,2838,8985
0,137,1,0,1,0,1,1,0,9,2,10,0,9713,0,1164,10083,0,8082,29042
0,247,3,1000,1,1,0,1,1,16,6,12,6,35688,2300,3202,0,1785,11016,53991
2,157,5,0,1,1,1,1,0,14,2,12,10,27028,8417,1552,6650,0,14654,58301
3,269,2,0,1,0,1,1,0,14,4,12,0,37015,0,3526,18280,0,11542,70363
0,150,2,0,1,0,1,0,0,11,4,10,0,10565,0,0,9866,0,10886,31317
0,161,3,3000,1,0,1,0,0,9,3,10,0,12819,0,0,6611,0,8693,28123
2,42,8,0,1,1,0,1,0,2,1,5,7,5713,1645,453,0,0,5027,12838
4,21,3,0,1,1,1,1,0,2,1,4,8,1218,1616,306,391,0,1966,5497
1,164,1,15000,1,1,1,0,0,9,2,10,10,13392,7317,0,10591,0,12968,44268
4,22,5,0,1,1,0,1,0,2,1,5,8,2890,1923,202,0,0,2955,7970
2,114,8,1000,1,1,0,1,1,6,2,12,10,23399,7559,1483,0,1482,9278,43201
3,175,2,0,1,0,0,1,0,10,5,10,0,14307,0,1451,0,0,13923,29681
3,204,1,0,1,0,0,1,0,11,4,12,0,28958,0,2368,0,0,15986,47312
0,150,2,15000,1,1,0,0,1,10,5,10,6,13310,2600,0,0,3911,10191,30012
1,194,3,10000,1,1,1,1,1,11,3,10,10,14106,12552,1552,9501,3669,14272,55652
3,296,2,0,1,1,1,1,0,14,7,12,8,37525,4902,2391,23027,0,14801,82646
4,77,2,0,1,1,0,1,0,5,1,7,9,5480,4706,1095,0,0,3424,14705
0,109,4,3000,1,0,1,0,1,6,3,11,0,18343,0,0,7242,2165,7292,35042
1,47,3,20000,1,1,1,0,1,2,1,3,7,1325,2112,0,559,3829,3569,11394
4,43,3,0,1,1,0,1,0,2,1,4,8,2346,2249,612,0,0,2329,7536
1,37,1,7000,0,1,0,1,1,2,1,0,7,0,1804,356,0,3120,1782,7062
2,129,5,0,1,1,0,1,0,7,2,12,10,19838,5969,1747,0,0,8541,36095
0,75,2,0,1,1,0,0,0,7,2,6,4,3393,616,0,0,0,4714,8723
2,137,8,3000,1,1,1,1,0,9,3,12,10,34968,9386,2034,7138,0,10436,63962
1,121,1,5000,1,1,1,0,0,6,3,10,10,12540,9396,0,8233,0,7745,37914
2,193,7,0,1,1,0,1,0,17,6,12,10,48779,9587,2273,0,0,14281,74920
2,171,8,5000,1,1,1,1,1,12,3,12,10,41707,11130,2053,7839,2819,10503,76051
1,55,3,0,1,1,0,1,0,4,1,6,8,2673,2339,820,0,0,4065,9897
1,114,3,3000,1,1,1,1,1,11,2,10,10,11128,5278,975,8926,2111,9928,38346
1,174,4,7000,1,1,1,1,1,14,4,11,10,23133,8992,1472,9913,2787,10457,56754
1,124,1,0,1,1,1,0,0,7,2,10,10,9900,4853,0,5674,0,8226,28653
1,75,2,20000,1,1,0,1,1,6,1,6,8,3375,2984,769,0,3561,2363,13052
3,239,3,0,1,0,1,1,0,17,5,12,0,35968,0,2591,13649,0,13433,65641
1,90,4,10000,1,1,0,1,1,5,1,7,8,8494,5625,758,0,3879,4662,23418
2,180,5,2000,1,1,0,1,1,15,4,12,10,25390,8004,2352,0,1844,14228,51818
0,115,1,7000,1,0,1,0,1,7,1,10,0,8643,0,0,5727,2890,6816,24076
1,84,2,15000,1,1,0,1,1,8,1,6,8,3948,3939,984,0,3338,5036,17245
1,52,2,7000,1,1,0,1,1,2,1,6,8,2432,3052,739,0,3140,3821,13184
2,97,6,0,1,1,0,1,0,6,2,8,8,17802,5592,1173,0,0,6349,30916
3,180,2,0,1,1,1,1,0,15,3,10,8,15730,3341,1736,11973,0,12050,44830
3,147,3,0,1,0,1,1,0,7,3,10,0,12997,0,1322,6535,0,9368,30222
2,96,5,10000,1,1,0,1,1,7,1,8,8,15330,5108,945,0,4227,7413,33023
1,41,3,0,1,1,0,0,0,2,1,3,7,1189,2373,0,0,0,3567,7129
3,258,3,0,1,1,0,1,0,15,6,12,8,34496,4947,3181,0,0,14495,57119
4,64,2,0,1,1,0,1,0,4,1,7,9,4490,3460,903,0,0,4483,13336
0,28,2,7000,1,0,0,1,1,2,1,3,0,691,0,308,0,2570,4381,7950
1,104,3,1000,1,1,0,1,0,5,2,10,10,8111,5782,1517,0,0,8172,23582
4,75,2,0,1,1,0,1,0,4,1,7,9,5887,4606,759,0,0,2251,13503
3,86,1,0,1,1,0,1,0,7,1,6,6,4246,1253,761,0,0,6526,12786
4,79,3,0,1,1,0,1,0,4,1,7,9,5685,4223,744,0,0,3388,14040
3,275,2,0,1,0,0,1,0,17,5,12,0,38294,0,2292,0,0,15168,55754
4,62,4,0,1,1,0,1,0,4,1,8,9,8403,3656,772,0,0,3722,16553
3,289,1,0,1,1,1,1,0,14,4,12,8,37383,4294,2403,20612,0,12542,77234
1,192,1,15000,1,1,0,1,1,13,5,10,10,19416,9345,2711,0,5129,11366,47967
3,78,3,0,1,0,1,1,0,7,1,6,0,3928,0,908,1307,0,5818,11961
4,81,2,0,1,1,0,1,0,6,1,7,9,5635,4783,844,0,0,5333,16595
2,152,5,10000,1,1,0,1,1,7,2,12,10,27030,9947,1802,0,3551,12076,54406
2,190,8,0,1,1,0,1,0,19,3,12,10,34946,12525,2349,0,0,10712,60532
2,131,6,1000,1,1,1,1,0,8,2,12,10,27638,8194,1895,9769,0,8009,55505
3,295,3,0,1,0,1,1,0,16,9,12,0,40308,0,3961,14446,0,11602,70317
0,247,3,5000,1,0,1,0,1,13,4,12,0,38563,0,0,15808,3012,10367,67750
0,51,1,10000,1,0,1,1,1,5,1,6,0,2417,0,660,825,4258,1900,10060
0,244,2,10000,1,0,0,1,1,16,6,12,0,37911,0,2245,0,4897,12406,57459
1,49,4,1000,1,1,0,0,0,2,1,4,7,4196,2093,0,0,0,3105,9394
2,79,8,10000,1,1,1,1,1,4,1,8,8,13212,3956,877,1319,4746,5225,29335
0,232,2,0,1,0,0,0,0,21,4,12,0,32438,0,0,0,0,14990,47428
2,38,5,0,1,1,0,1,0,2,1,5,7,3684,1719,415,0,0,4510,10328
0,230,2,15000,1,0,1,0,1,11,4,12,0,35781,0,0,13880,4307,10130,64098
1,188,1,7000,1,1,0,0,1,12,5,10,10,14038,10581,0,0,3216,12360,40195
1,96,1,0,0,1,0,1,0,8,2,0,8,0,4191,914,0,0,5838,10943
4,91,5,0,1,1,0,1,0,7,2,8,9,11599,3978,1123,0,0,5791,22491
0,125,3,7000,1,0,1,1,1,11,2,10,0,10888,0,1197,6881,3210,6847,29023
0,62,3,20000,0,0,0,1,1,5,1,0,0,0,0,925,0,4292,2793,8010
2,66,8,1000,1,1,0,1,1,3,1,8,8,10523,2886,776,0,1815,3636,19636
3,108,1,0,1,0,1,1,0,5,1,10,0,9662,0,892,7700,0,9531,27785
2,156,7,1000,1,1,1,1,1,10,3,12,10,27245,9994,1648,10011,1485,13758,64141
2,127,6,7000,1,1,1,1,1,6,2,12,10,26812,6765,1578,8372,2940,9858,56325
3,287,1,0,1,0,1,1,0,15,8,12,0,43784,0,2508,21548,0,13469,81309
0,113,2,0,1,0,1,1,0,5,3,10,0,9008,0,1465,8010,0,9485,27968
1,195,4,15000,1,1,1,0,1,10,4,11,10,28831,10582,0,10442,3305,11256,64416
4,25,4,0,1,1,1,1,0,2,1,5,8,3286,1465,240,295,0,2128,7414
4,62,5,0,1,1,1,1,0,3,1,8,9,9194,4227,923,726,0,2462,17532
1,73,1,7000,1,1,0,0,1,5,2,6,8,2817,4616,0,0,3038,3405,13876
0,181,2,0,1,0,0,0,0,16,3,10,0,14627,0,0,0,0,12821,27448
4,79,3,0,1,1,1,1,0,6,1,7,9,6573,3116,795,1500,0,2404,14388
2,115,5,10000,1,1,1,1,1,9,2,12,10,21494,8044,1011,7109,3921,10084,51663
4,53,4,0,1,1,1,1,0,5,1,8,9,6620,3444,792,676,0,3740,15272
1,22,4,5000,1,1,0,1,1,2,1,4,7,2355,1044,197,0,2827,3535,9958
2,117,6,0,1,1,0,1,0,9,3,12,10,29661,6059,1641,0,0,8243,45604
3,256,1,0,1,1,0,1,0,23,8,12,8,37805,4363,2333,0,0,13088,57589
3,219,3,0,1,0,0,1,0,18,4,12,0,31245,0,2174,0,0,11341,44760
1,114,2,0,1,1,0,0,0,7,3,10,10,8668,5919,0,0,0,9863,24450
2,55,8,10000,1,1,1,1,1,3,1,8,8,10178,2791,458,832,3642,3397,21298
4,46,4,0,1,1,0,1,0,2,1,5,8,4388,2404,540,0,0,3682,11014
3,238,2,0,1,0,1,1,0,23,3,12,0,33568,0,2672,12277,0,13416,61933
3,218,2,0,1,1,0,1,0,14,5,12,8,33063,3360,3037,0,0,11102,50562
0,250,3,1000,1,1,0,1,1,15,6,12,6,35693,3620,3534,0,2162,11347,56356
4,52,3,0,1,1,0,1,0,4,1,7,9,3340,3377,723,0,0,4766,12206
4,79,4,0,1,1,0,1,0,4,1,8,9,12353,5286,918,0,0,3351,21908
4,58,3,0,1,1,1,1,0,4,1,7,9,4165,3107,683,1036,0,4243,13234
2,82,8,0,1,1,0,1,0,5,2,8,8,13111,4986,797,0,0,6605,25499
2,56,7,10000,1,1,0,1,1,4,1,8,8,11134,3712,487,0,3949,4746,24028
1,85,1,5000,1,1,0,0,1,4,1,6,8,4281,4501,0,0,3054,8585,20421
3,213,1,0,1,1,1,1,0,12,4,12,8,29973,3802,2571,9942,0,14889,61177
2,113,7,0,1,1,0,1,0,8,3,12,10,26426,6232,1024,0,0,9687,43369
3,217,3,0,1,1,0,1,0,12,4,12,8,32598,3918,1938,0,0,13501,51955
4,64,2,0,1,1,0,1,0,3,1,7,9,5116,4784,614,0,0,2188,12702
2,65,7,3000,1,1,1,1,1,3,1,8,8,14363,2923,667,657,1560,5741,25911
4,40,4,0,1,1,0,1,0,2,1,5,8,4439,3163,498,0,0,2729,10829
0,213,3,0,1,1,1,1,0,12,3,12,6,32188,2824,2250,16057,0,12925,66244
2,141,6,2000,1,1,1,1,1,7,2,12,10,36363,6448,1240,8197,1865,9484,63597
1,16,2,0,1,1,1,1,0,2,1,3,7,368,950,136,316,0,3590,5360
2,108,7,2000,1,1,0,1,0,5,1,12,10,24672,6697,1251,0,0,9390,42010
2,154,6,2000,1,1,0,1,1,11,3,12,10,28841,9025,1407,0,1627,12037,52937
4,24,4,0,1,1,0,1,0,2,1,5,8,3208,1656,200,0,0,3383,8447
0,224,3,0,0,0,1,0,0,11,4,0,0,0,0,0,16487,0,11477,27964
0,242,4,0,1,1,1,1,0,13,5,13,6,45919,3539,2332,11789,0,10322,73901
0,193,2,1000,1,0,1,1,1,13,4,10,0,14476,0,2804,9830,1723,11869,40702
1,162,4,15000,1,1,1,1,1,16,3,11,10,23359,7097,2252,6610,4540,11677,55535
4,31,3,0,1,1,0,1,0,2,1,4,8,1318,2488,455,0,0,2850,7111
4,52,3,0,1,1,0,1,0,2,1,7,9,3733,2623,446,0,0,3979,10781
1,197,2,0,1,1,1,0,0,15,3,10,10,17158,13383,0,10212,0,9637,50390
2,32,6,3000,1,1,1,1,0,2,1,5,7,5448,1435,297,381,0,4243,11804
4,92,3,0,1,1,1,1,0,8,1,7,9,7088,4218,894,6050,0,8622,26872
0,97,3,0,1,0,0,0,0,6,1,6,0,4368,0,0,0,0,5733,10101
0,110,1,5000,1,0,0,1,1,5,2,10,0,8392,0,1018,0,2705,6924,19039
1,44,3,3000,0,1,1,0,1,4,1,0,7,0,2462,0,475,1415,3775,8127
2,98,7,0,1,1,1,1,0,6,1,8,8,17490,5627,794,6319,0,9070,39300
4,92,3,0,1,1,0,1,0,8,1,7,9,5619,5908,1125,0,0,7870,20522
2,84,4,2000,1,1,0,1,1,4,1,8,8,11367,3405,1213,0,1819,7405,25209
0,63,3,0,0,0,1,1,0,6,1,0,0,0,0,779,953,0,3689,5421
4,94,2,0,1,1,0,1,0,6,1,7,9,7211,4153,1014,0,0,5862,18240
2,90,8,10000,1,1,0,1,1,4,2,8,8,13874,5407,784,0,4034,6650,30749
3,285,2,0,1,0,1,1,0,19,7,12,0,36254,0,2732,14714,0,14236,67936
2,175,4,7000,1,1,0,1,1,10,4,12,10,31483,11124,1875,0,2392,10404,57278
1,181,3,5000,1,1,1,1,1,9,3,10,10,15145,10392,2227,11301,2657,11027,52749
4,65,2,0,1,1,0,1,0,3,1,7,9,4839,2817,592,0,0,3551,11799
0,128,1,3000,1,0,1,0,1,11,4,10,0,10714,0,0,7499,1633,6416,26262
4,94,5,0,1,1,0,1,0,5,1,8,9,13275,4347,794,0,0,8449,26865
4,76,3,0,1,1,1,1,0,4,1,7,9,5635,5382,758,1404,0,2424,15603
0,56,3,0,1,0,1,0,0,5,1,6,0,3064,0,0,925,0,2082,6071
2,153,6,3000,1,1,1,1,0,12,3,12,10,31908,11215,1814,9337,0,10247,64521
4,95,2,0,1,1,1,1,0,6,1,7,9,6378,5359,1092,7213,0,7521,27563
1,15,1,20000,1,1,1,1,1,2,1,3,7,348,896,163,195,3787,4084,9473
2,52,4,0,1,1,1,1,0,3,1,8,8,6369,3098,636,638,0,3797,14538
1,161,4,0,1,1,1,1,0,8,5,11,10,23199,8963,2070,7009,0,10459,51700
2,131,7,1000,1,1,1,1,1,11,4,12,10,29910,8186,1664,8747,1585,8601,58693
1,71,2,0,1,1,1,1,0,4,1,6,8,3018,4534,664,1139,0,2476,11831
4,73,4,0,1,1,0,1,0,4,2,8,9,11311,4656,927,0,0,2693,19587
3,59,2,0,1,1,0,1,0,3,1,6,6,2854,1019,519,0,0,4675,9067
4,88,4,0,1,1,1,1,0,7,1,8,9,9957,5404,1237,5610,0,7114,29322
0,220,4,0,1,1,0,0,0,11,4,13,6,46590,2953,0,0,0,12680,62223
1,20,2,7000,1,1,1,0,1,2,1,3,7,493,1359,0,396,3165,3210,8623
2,82,5,5000,1,1,0,1,1,4,1,8,8,10040,4346,855,0,2364,7261,24866
1,164,4,1000,0,1,1,1,1,13,3,0,10,0,9626,1513,6620,1772,10452,29983
3,269,2,0,1,0,1,1,0,24,7,12,0,41952,0,3542,16857,0,15006,77357
3,294,2,0,1,1,0,1,0,15,7,12,8,47042,4973,2614,0,0,14884,69513
0,154,3,20000,1,0,1,0,1,10,3,10,0,11271,0,0,9694,4050,13566,38581
2,129,5,20000,1,1,0,1,1,12,2,12,10,19603,6434,1056,0,3985,9425,40503
2,95,5,10000,1,1,0,1,1,9,1,8,8,12214,6437,839,0,4118,7444,31052
2,106,7,15000,1,1,1,1,1,9,2,12,10,22948,6737,1401,4973,3605,11039,50703
3,219,3,0,1,0,1,1,0,10,4,12,0,28748,0,2853,12119,0,11554,55274
3,261,2,0,1,0,1,1,0,23,4,12,0,39067,0,3855,12520,0,15640,71082
2,192,6,5000,1,1,1,1,1,11,4,12,10,41161,13476,1897,8021,2926,10505,77986
1,174,2,3000,0,1,0,1,1,9,3,0,10,0,10718,1804,0,2166,10652,25340
3,187,3,0,1,1,1,1,0,14,3,10,8,15756,3029,1737,11800,0,11033,43355
0,96,1,10000,1,0,0,0,1,5,2,6,0,4300,0,0,0,4156,6935,15391
1,79,3,10000,0,1,0,1,1,4,1,0,8,0,4753,665,0,4323,3449,13190
1,89,2,0,0,1,0,0,0,5,1,0,8,0,5984,0,0,0,5512,11496
3,165,3,0,1,1,1,1,0,11,5,10,8,12439,2609,2210,10367,0,12812,40437
2,112,7,5000,1,1,1,1,1,10,2,12,10,28095,6339,1468,7052,2848,11080,56882
2,183,7,15000,1,1,1,1,1,9,3,12,10,39185,11307,1782,7342,4379,13851,77846
1,29,2,0,1,1,0,0,0,2,1,3,7,747,1364,0,0,0,3134,5245
1,90,3,0,1,1,0,1,0,9,1,6,8,4011,4609,1146,0,0,6301,16067
4,96,3,0,1,1,0,1,0,9,2,7,9,6904,6234,1013,0,0,5986,20137
1,21,2,3000,1,1,0,1,1,2,1,3,7,600,1116,231,0,2209,1971,6127
4,75,4,0,1,1,0,1,0,6,1,8,9,9977,3323,1114,0,0,2335,16749
0,167,2,7000,1,0,0,1,1,13,3,10,0,14360,0,1584,0,2951,12239,31134
4,75,2,0,1,1,0,1,0,6,2,7,9,4742,3511,949,0,0,2362,11564
0,157,2,10000,1,0,1,1,1,9,5,10,0,12232,0,1688,10966,4063,10637,39586
1,84,3,7000,1,1,0,0,1,5,2,6,8,3574,4231,0,0,3392,7264,18461
3,163,1,0,1,1,0,1,0,9,4,10,8,14479,2791,1981,0,0,10722,29973
0,25,1,0,0,1,0,0,0,2,1,0,3,0,299,0,0,0,4749,5048
2,84,5,0,1,1,1,1,0,7,2,8,8,11011,5750,1131,3831,0,9507,31230
0,219,4,0,1,1,0,1,0,18,4,13,6,51206,2358,2425,0,0,13039,69028
0,79,3,10000,1,0,0,1,0,6,2,6,0,3997,0,1176,0,0,3830,9003
2,67,4,20000,1,1,0,1,1,4,1,8,8,9916,2446,652,0,3740,5704,22458
0,135,1,3000,1,0,0,0,1,7,2,10,0,13536,0,0,0,1853,7705,23094
4,92,2,0,1,1,0,1,0,5,2,7,9,5672,4454,1208,0,0,6887,18221
1,120,1,20000,0,1,0,0,1,10,2,0,10,0,6985,0,0,3376,7459,17820
3,169,2,0,1,0,1,1,0,12,2,10,0,13482,0,2352,13428,0,15171,44433
0,127,3,15000,1,0,0,0,1,6,4,10,0,11341,0,0,0,3564,7181,22086
1,132,1,0,1,1,1,0,0,6,2,10,10,12042,7206,0,6992,0,8624,34864
0,159,3,1000,1,1,1,1,1,9,4,10,6,16248,1954,1886,11330,1353,11718,44489
0,65,1,3000,0,0,0,0,1,3,1,0,0,0,0,0,0,2078,4012,6090
3,88,2,0,1,1,0,1,0,8,2,6,6,4252,1645,1306,0,0,7688,14891
4,99,5,0,1,1,0,1,0,8,1,8,9,10758,5599,1323,0,0,6817,24497
3,280,2,0,1,0,1,1,0,18,8,12,0,40365,0,3094,16382,0,12648,72489
1,81,4,1000,0,1,0,0,1,4,1,0,8,0,4886,0,0,1834,7804,14524
