event_type,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
3,296,3,0,1,0,1,0,0,17,6,1,0,4543,0,0,5475,0,7030,17048
2,156,4,2000,1,1,1,1,1,7,3,3,6,11589,1225,2209,2171,3748,10900,31842
0,217,1,7000,1,0,1,1,1,11,3,5,0,7686,0,2350,3609,3314,5884,22843
2,150,4,0,1,0,1,1,0,13,3,5,0,11073,0,1619,12477,0,6611,31780
3,204,1,0,1,1,1,1,0,9,5,4,6,7541,1282,1756,10958,0,6180,27717
0,207,1,15000,1,0,1,0,1,14,4,2,0,8973,0,0,16553,2023,12968,40517
2,165,5,5000,1,1,0,1,0,13,3,5,2,15848,764,2123,0,0,13310,32045
4,47,3,0,1,1,0,1,0,2,1,5,2,3060,404,647,0,0,7284,11395
3,99,3,0,1,0,0,1,0,9,3,4,0,2910,0,1437,0,0,6082,10429
4,62,2,0,1,1,0,1,0,3,1,2,4,1377,935,657,0,0,5203,8172
2,58,4,10000,1,0,0,1,1,2,1,2,0,4204,0,735,0,1959,8600,15498
2,71,8,0,1,1,0,1,0,5,2,6,2,9288,825,970,0,0,8381,19464
0,143,4,0,1,0,0,1,0,6,4,5,0,10260,0,1750,0,0,10428,22438
4,98,2,0,1,1,0,1,0,7,2,6,5,5990,947,1205,0,0,9697,17839
4,80,4,0,1,1,0,1,0,3,1,6,7,8253,4652,714,0,0,8974,22593
0,187,4,7000,1,0,1,0,1,11,3,1,0,11168,0,0,14981,3230,9267,38646
3,119,3,0,0,1,0,1,0,10,2,0,7,0,1032,1656,0,0,13126,15814
3,61,2,0,1,1,0,1,0,5,1,4,4,2314,425,867,0,0,9128,12734
2,57,8,0,1,0,0,1,0,5,1,4,0,5388,0,665,0,0,8096,14149
0,222,3,0,1,1,1,0,0,17,5,4,5,6307,12847,0,14281,0,11782,45217
3,127,3,0,1,0,0,1,0,12,3,4,0,6268,0,1834,0,0,4217,12319
0,73,4,0,1,1,0,1,0,4,1,6,3,10484,672,974,0,0,7702,19832
0,36,3,0,1,1,1,0,0,2,1,5,3,2782,161,0,3124,0,4778,10845
4,100,3,0,1,1,0,1,0,7,2,2,2,1320,243,1106,0,0,4479,7148
0,32,2,15000,1,1,1,1,1,2,1,2,2,672,193,481,3012,4346,9339,18043
2,153,5,3000,1,0,0,0,1,6,3,6,0,14828,0,0,0,1877,7160,23865
4,49,5,0,1,0,0,1,0,2,1,2,0,4275,0,712,0,0,6628,11615
3,274,3,0,1,0,0,1,0,14,5,6,0,24614,0,2860,0,0,5057,32531
4,41,5,0,1,1,1,0,0,2,1,6,2,4752,282,0,1124,0,4487,10645
2,189,4,10000,1,0,0,0,1,7,4,4,0,25433,0,0,0,2434,13612,41479
4,43,4,0,1,1,1,0,0,2,1,2,3,3074,506,0,3352,0,6598,13530
3,287,3,0,0,1,1,1,0,19,6,0,8,0,14448,2804,5555,0,11994,34801
3,251,3,0,1,1,1,1,0,19,4,3,7,11088,6543,3038,4330,0,6908,31907
4,80,3,0,1,1,1,1,0,3,1,1,3,2841,266,1099,1695,0,8800,14701
4,92,3,0,0,1,0,1,0,6,2,0,5,0,807,1240,0,0,4915,6962
3,152,2,0,0,1,1,0,0,6,4,0,5,0,2802,0,7173,0,12582,22557
3,291,3,0,0,1,1,0,0,18,4,0,8,0,2251,0,18401,0,5511,26163
3,116,2,0,1,0,0,1,0,8,2,5,0,9952,0,1353,0,0,5835,17140
0,237,3,0,1,0,1,0,0,10,7,3,0,9125,0,0,19268,0,7461,35854
3,75,2,0,1,1,1,1,0,6,1,2,6,1018,1071,1078,4407,0,8556,16130
2,64,8,10000,1,1,0,1,0,6,1,6,2,11002,268,897,0,0,8460,20627
2,79,5,0,1,0,1,1,0,7,1,5,0,4771,0,1019,3921,0,6944,16655
3,180,2,0,1,0,0,0,0,9,5,5,0,8861,0,0,0,0,11056,19917
0,179,1,2000,0,0,0,1,1,8,4,0,0,0,0,1682,0,2271,10723,14676
3,103,2,0,0,0,1,1,0,6,2,0,0,0,0,1205,7279,0,3169,11653
0,212,4,7000,1,1,1,0,1,15,5,4,3,3114,1145,0,10478,3110,6917,24764
3,272,2,0,1,1,1,1,0,10,8,5,7,18493,2368,3363,3466,0,8916,36606
3,161,1,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,7214,7214
0,35,3,3000,1,0,0,1,1,2,1,5,0,2610,0,593,0,4498,11378,19079
4,92,2,0,1,1,0,0,0,5,1,5,2,4191,519,0,0,0,7639,12349
4,86,3,0,1,1,0,0,0,6,1,5,8,4211,1804,0,0,0,7545,13560
0,124,2,0,0,0,1,1,0,5,3,0,0,0,0,1238,2110,0,4642,7990
4,98,3,0,0,1,0,1,0,3,2,0,5,0,804,1537,0,0,2922,5263
1,59,2,5000,0,0,0,1,1,3,1,0,0,0,0,773,0,5632,5600,12005
1,57,1,10000,1,0,0,1,0,2,1,2,0,1870,0,668,0,0,5606,8144
4,46,5,0,1,1,0,1,0,2,1,6,1,3748,187,845,0,0,6458,11238
3,254,3,0,1,0,0,1,0,11,4,1,0,2280,0,3058,0,0,16535,21873
1,151,2,15000,1,1,1,1,0,7,3,4,2,10333,923,1983,10522,0,5232,28993
4,35,3,0,1,0,1,1,0,3,1,2,0,391,0,581,1276,0,10742,12990
2,65,5,0,1,0,0,1,0,5,1,4,0,3301,0,793,0,0,8828,12922
4,59,5,0,1,0,1,1,0,2,1,5,0,3433,0,1042,2923,0,5887,13285
4,80,2,0,1,0,0,0,0,8,2,1,0,981,0,0,0,0,6876,7857
1,41,4,0,1,0,0,1,0,2,1,3,0,3287,0,550,0,0,8838,12675
1,79,1,7000,1,1,1,1,1,3,2,6,3,4419,1265,921,6184,5268,7397,25454
2,125,7,2000,1,0,1,1,1,11,2,5,0,9049,0,1976,2010,1824,12172,27031
4,39,4,0,1,0,0,1,0,2,1,3,0,715,0,589,0,0,9719,11023
4,58,4,0,1,0,1,1,0,5,1,6,0,5583,0,734,4346,0,6011,16674
0,160,4,3000,1,1,0,1,1,11,4,2,1,8545,83,2182,0,3143,4115,18068
3,120,2,0,1,0,0,1,0,10,3,4,0,5629,0,1815,0,0,8474,15918
1,131,4,0,0,1,0,1,0,5,2,0,8,0,2535,1625,0,0,7567,11727
2,156,5,0,1,1,1,1,0,8,3,6,6,22775,2154,1854,3271,0,5523,35577
1,150,4,15000,1,1,1,0,0,7,3,1,2,12267,314,0,2765,0,4218,19564
1,56,4,0,1,1,0,1,0,2,1,1,6,3940,862,857,0,0,6794,12453
3,132,1,0,1,1,1,1,0,7,2,4,3,6921,2036,1283,9044,0,13651,32935
2,33,8,0,1,1,1,1,0,3,1,5,7,2413,1255,410,2415,0,7762,14255
2,110,5,0,1,1,0,1,0,6,3,2,8,6412,1545,1642,0,0,7858,17457
3,170,1,0,0,0,1,1,0,8,3,0,0,0,0,2661,11975,0,6505,21141
4,33,5,0,1,1,1,1,0,2,1,2,1,2875,532,395,1035,0,5441,10278
4,96,5,0,1,0,1,1,0,8,1,1,0,3964,0,1392,4362,0,5902,15620
2,143,7,0,1,1,1,1,0,8,4,5,2,16476,207,1627,2381,0,2328,23019
1,156,4,0,1,0,0,1,0,15,2,4,0,13090,0,1461,0,0,7275,21826
3,290,2,0,1,1,1,1,0,13,6,6,5,16648,493,2669,18454,0,15108,53372
3,184,2,0,1,0,1,0,0,15,5,5,0,9122,0,0,8717,0,9813,27652
3,124,2,0,1,1,0,1,0,11,2,4,4,5638,487,1131,0,0,6139,13395
4,78,2,0,1,1,0,1,0,4,1,4,4,2761,1297,1137,0,0,8138,13333
4,64,3,0,1,1,1,1,0,3,1,5,2,4535,562,946,3340,0,6102,15485
4,23,2,0,1,0,0,1,0,2,1,6,0,1566,0,370,0,0,4616,6552
0,243,4,0,1,0,0,1,0,22,4,3,0,11919,0,2515,0,0,9843,24277
1,155,2,3000,1,1,0,1,1,7,4,3,4,7008,826,2324,0,1497,6597,18252
1,155,1,5000,1,0,0,0,0,7,2,1,0,1621,0,0,0,0,7259,8880
1,41,2,10000,1,0,0,0,1,2,1,5,0,2394,0,0,0,2456,7618,12468
3,174,1,0,1,0,0,1,0,7,3,2,0,2797,0,2073,0,0,6213,11083
1,66,4,7000,1,0,1,1,1,2,1,5,0,5682,0,789,2953,2173,7558,19155
2,97,4,15000,1,1,0,1,1,5,2,6,5,5680,1043,1006,0,1555,4878,14162
0,170,4,0,1,1,1,1,0,7,5,2,2,3719,353,2616,2404,0,12825,21917
0,113,2,1000,1,0,0,1,0,7,3,2,0,2760,0,1722,0,0,4628,9110
0,184,4,0,1,0,0,0,0,9,4,1,0,15499,0,0,0,0,5838,21337
1,54,3,0,1,1,0,1,0,3,1,4,6,5050,2669,534,0,0,7544,15797
3,84,2,0,1,0,1,1,0,3,2,1,0,1232,0,1302,6737,0,7915,17186
0,87,1,0,0,1,0,1,0,4,2,0,3,0,425,1359,0,0,9626,11410
2,194,5,1000,1,1,1,1,1,17,3,4,1,2254,237,2887,11788,1882,11725,30773
0,245,4,0,1,1,1,0,0,20,7,4,8,6440,2006,0,4839,0,12148,25433
0,160,2,20000,1,1,1,1,1,6,3,6,4,14629,694,2179,12328,1789,4296,35915
3,59,3,0,1,1,1,1,0,3,1,4,1,4030,146,938,4472,0,6408,15994
0,190,1,10000,1,1,0,1,1,10,3,2,4,1798,557,2198,0,4289,9121,17963
0,158,3,1000,1,1,0,1,1,7,2,6,5,13019,882,1808,0,1474,6088,23271
1,56,1,0,1,1,0,0,0,4,1,5,7,3769,1698,0,0,0,8041,13508
4,94,2,0,1,0,1,0,0,6,2,5,0,5246,0,0,7854,0,6856,19956
2,86,4,3000,1,1,0,0,0,4,2,4,3,8252,429,0,0,0,4793,13474
2,197,7,7000,1,0,1,1,1,16,4,2,0,13894,0,1780,3057,1959,5769,26459
4,37,2,0,1,0,0,0,0,2,1,4,0,2458,0,0,0,0,8102,10560
0,68,4,20000,1,0,0,1,0,2,1,6,0,4015,0,720,0,0,7638,12373
0,211,4,0,1,0,1,1,0,14,4,5,0,20169,0,2183,14147,0,5006,41505
0,174,1,0,1,1,0,1,0,6,4,4,4,5146,1995,1744,0,0,10292,19177
3,210,1,0,1,0,1,0,0,21,5,3,0,5869,0,0,3785,0,10181,19835
4,65,5,0,1,0,0,1,0,5,1,4,0,3162,0,705,0,0,5412,9279
4,82,3,0,1,1,0,1,0,8,1,6,2,6892,376,876,0,0,7395,15539
3,207,2,0,1,1,1,1,0,15,5,5,6,7094,12007,2019,9231,0,8347,38698
4,90,4,0,1,1,0,1,0,9,2,6,4,5843,1063,1436,0,0,10088,18430
0,195,2,2000,1,1,0,1,0,8,3,1,1,3075,151,2765,0,0,6542,12533
2,97,4,2000,1,0,0,1,0,8,2,5,0,4693,0,1396,0,0,6788,12877
0,217,4,5000,1,0,0,1,0,13,6,4,0,9558,0,2012,0,0,5533,17103
2,52,5,0,1,1,0,1,0,3,1,6,6,7548,689,763,0,0,5927,14927
0,80,2,2000,1,1,0,1,1,5,1,6,3,4687,490,810,0,4576,8119,18682
3,259,3,0,1,1,1,1,0,21,5,4,4,9476,1966,2500,16851,0,7322,38115
0,199,3,10000,1,0,1,1,1,14,4,1,0,1310,0,2368,15320,2812,8592,30402
0,100,3,10000,1,1,1,1,1,4,2,1,4,253,431,1238,5654,3896,9003,20475
1,61,2,15000,1,0,0,1,1,4,1,6,0,2563,0,996,0,1859,5799,11217
3,169,3,0,1,0,0,0,0,6,2,3,0,3748,0,0,0,0,11349,15097
4,58,3,0,0,0,0,1,0,3,1,0,0,0,0,982,0,0,5151,6133
0,86,1,3000,0,0,0,1,1,4,2,0,0,0,0,1296,0,3488,5457,10241
4,68,4,0,1,0,1,1,0,3,1,1,0,661,0,1051,1155,0,2894,5761
1,167,2,5000,1,0,1,1,1,7,4,3,0,9553,0,2572,2889,1761,5478,22253
4,22,4,0,1,1,0,1,0,2,1,2,8,1948,2095,387,0,0,6683,11113
0,228,3,5000,1,1,0,1,1,15,4,1,2,7243,948,2969,0,1537,9185,21882
2,154,4,0,1,1,1,1,0,7,4,4,2,11063,975,1658,10428,0,10584,34708
0,239,1,10000,1,1,1,1,1,21,4,6,7,13074,2986,3524,10516,2928,6537,39565
0,111,3,15000,0,1,0,1,0,5,2,0,8,0,2207,1620,0,0,3227,7054
0,115,3,15000,1,0,1,0,1,5,2,2,0,3937,0,0,9614,4908,7177,25636
0,22,1,2000,0,1,1,1,1,2,1,0,1,0,421,373,1411,4113,4319,10637
3,175,2,0,1,0,0,1,0,12,4,2,0,4301,0,2705,0,0,11204,18210
0,175,1,0,1,1,0,1,0,11,3,4,7,6216,1378,2604,0,0,10143,20341
2,140,6,5000,1,0,1,1,1,8,4,6,0,33204,0,1795,7095,2128,11484,55706
0,206,1,20000,1,1,0,1,1,11,4,6,6,8862,2540,1788,0,3071,8348,24609
3,83,3,0,1,0,0,0,0,3,1,1,0,279,0,0,0,0,5285,5564
4,56,4,0,1,1,1,0,0,2,1,3,5,2975,1200,0,3465,0,7134,14774
4,90,3,0,1,0,1,0,0,6,2,3,0,1115,0,0,4726,0,7193,13034
0,216,4,0,1,1,1,0,0,14,6,1,2,17529,2473,0,4882,0,5128,30012
4,35,4,0,1,1,1,1,0,3,1,6,1,3912,301,478,906,0,14183,19780
4,63,5,0,1,1,0,1,0,4,1,3,2,1598,208,889,0,0,5291,7986
0,139,4,10000,1,1,0,0,0,5,4,6,7,14819,2035,0,0,0,6661,23515
4,49,3,0,1,0,1,1,0,2,1,1,0,510,0,784,3079,0,6253,10626
1,133,3,10000,1,1,1,1,1,10,3,5,8,10435,1265,1403,9047,2046,10780,34976
0,55,2,1000,1,0,0,1,1,2,1,6,0,3043,0,741,0,2025,7424,13233
3,248,2,0,1,0,1,0,0,14,6,3,0,8652,0,0,5081,0,12489,26222
2,55,7,10000,0,1,0,1,1,3,1,0,4,0,633,561,0,4283,5085,10562
0,31,3,10000,1,0,0,0,0,2,1,1,0,795,0,0,0,0,7620,8415
1,32,1,10000,1,0,0,1,1,3,1,6,0,2064,0,446,0,3420,7128,13058
0,159,4,0,1,0,1,1,0,14,5,6,0,14175,0,2225,2494,0,12722,31616
3,158,1,0,1,0,0,1,0,6,3,3,0,5325,0,1825,0,0,6835,13985
1,173,2,0,1,0,0,1,0,9,5,1,0,1693,0,1953,0,0,7949,11595
3,199,2,0,0,1,0,1,0,9,4,0,7,0,3009,1758,0,0,8544,13311
3,292,3,0,1,0,0,1,0,17,5,2,0,6855,0,4151,0,0,8447,19453
4,93,2,0,1,1,1,1,0,8,1,4,7,5549,3889,1277,4704,0,6852,22271
0,115,1,20000,1,1,1,1,1,6,3,3,4,3132,424,1616,8702,1701,6213,21788
0,45,1,0,1,1,1,1,0,3,1,3,8,2060,1347,729,1025,0,8999,14160
0,125,3,7000,1,0,1,1,1,7,2,2,0,2085,0,1322,10178,2210,12822,28617
4,75,3,0,1,0,0,1,0,7,2,2,0,2810,0,905,0,0,7827,11542
1,127,2,2000,1,1,0,1,1,8,3,5,1,7619,1062,1593,0,2378,6795,19447
0,103,2,5000,1,1,0,0,1,4,1,1,3,169,593,0,0,1917,8363,11042
3,269,1,0,0,1,1,1,0,20,4,0,7,0,2689,2892,16227,0,8258,30066
2,197,5,0,1,0,0,1,0,11,5,6,0,26133,0,2301,0,0,8629,37063
3,53,3,0,1,0,1,1,0,2,1,3,0,2194,0,527,1244,0,7085,11050
2,159,4,20000,1,0,1,1,1,12,3,4,0,9089,0,2435,7716,4534,8771,32545
1,113,4,1000,1,1,1,1,1,6,2,5,4,6768,863,1493,8007,3165,6385,26681
0,249,4,7000,1,1,0,1,1,20,4,2,3,1822,7750,3389,0,1413,12929,27303
0,20,1,15000,1,0,0,1,1,2,1,3,0,1927,0,393,0,2116,6328,10764
2,117,8,20000,1,0,1,0,1,6,2,5,0,25673,0,0,5915,2056,9487,43131
2,104,7,20000,1,0,0,0,1,5,1,6,0,11352,0,0,0,2261,6886,20499
4,25,2,0,1,0,0,1,0,2,1,3,0,1248,0,505,0,0,2828,4581
1,79,3,0,1,1,0,0,0,3,2,2,8,1461,1723,0,0,0,6125,9309
4,52,4,0,0,0,1,1,0,3,1,0,0,0,0,697,1361,0,11902,13960
0,68,4,3000,1,0,0,1,1,4,1,2,0,1543,0,1121,0,3775,8552,14991
2,33,5,0,0,0,0,1,0,2,1,0,0,0,0,540,0,0,6134,6674
3,116,2,0,1,1,0,1,0,6,1,6,7,5491,4307,1778,0,0,4488,16064
4,44,2,0,1,1,1,1,0,2,1,5,2,3773,409,713,3580,0,4635,13110
1,165,1,5000,0,1,0,1,0,9,4,0,3,0,1267,1597,0,0,4310,7174
2,43,8,1000,1,0,1,0,0,2,1,2,0,8920,0,0,3935,0,6744,19599
0,64,2,2000,1,0,0,1,1,4,1,4,0,1105,0,1000,0,2866,5789,10760
1,50,1,0,0,0,1,1,0,5,1,0,0,0,0,803,4440,0,6142,11385
3,187,3,0,1,1,0,1,0,18,3,4,5,9812,546,2051,0,0,7682,20091
0,157,3,1000,1,1,0,0,1,7,4,4,6,8495,1531,0,0,1463,7663,19152
0,176,1,15000,1,0,1,1,0,11,5,5,0,12600,0,2682,11749,0,6385,33416
4,87,3,0,1,1,0,1,0,4,1,4,3,3009,552,1193,0,0,8645,13399
2,116,4,7000,1,1,1,1,1,5,3,2,4,1546,1636,1403,9882,2232,13762,30461
2,200,8,0,0,1,0,1,0,9,4,0,1,0,400,2261,0,0,7595,10256
2,37,6,3000,1,1,1,0,1,2,1,2,2,497,306,0,1096,2806,6931,11636
4,26,4,0,1,1,0,1,0,2,1,6,5,4110,1238,472,0,0,10240,16060
3,213,3,0,1,1,0,1,0,10,5,5,2,20955,362,1965,0,0,14623,37905
2,90,7,5000,1,0,1,1,1,4,1,6,0,22768,0,1288,6860,2071,7207,40194
1,54,2,5000,1,1,1,1,1,2,1,4,7,1937,1083,658,3223,2078,4167,13146
3,241,1,0,1,1,1,0,0,24,4,1,6,739,3458,0,2790,0,15252,22239
3,249,1,0,1,0,0,1,0,24,5,5,0,13960,0,2546,0,0,6552,23058
1,28,3,5000,1,1,1,1,1,2,1,1,8,439,990,512,2774,4077,9824,18616
3,59,2,0,1,1,0,1,0,4,1,2,3,1293,149,928,0,0,8707,11077
0,157,3,0,0,1,1,1,0,8,3,0,6,0,1749,1456,3627,0,3215,10047
3,271,1,0,1,0,0,0,0,16,8,2,0,5679,0,0,0,0,6973,12652
0,87,4,2000,1,1,0,1,1,6,2,6,4,13624,593,857,0,3567,7631,26272
0,90,2,1000,0,0,1,0,0,9,1,0,0,0,0,0,4135,0,4851,8986
2,174,6,5000,1,1,0,1,0,17,3,5,6,31589,2247,2461,0,0,8652,44949
1,161,4,0,1,1,1,0,0,7,2,4,5,6541,1356,0,2704,0,6353,16954
4,83,5,0,0,1,0,1,0,5,1,0,4,0,742,1259,0,0,6150,8151
3,217,3,0,1,1,0,1,0,12,5,5,4,10974,1776,3140,0,0,13326,29216
2,155,5,0,0,0,1,0,0,6,2,0,0,0,0,0,10984,0,8096,19080
0,115,4,10000,1,0,0,0,1,5,1,4,0,9101,0,0,0,3158,8193,20452
4,42,4,0,1,1,1,0,0,2,1,4,1,3863,287,0,914,0,4236,9300
1,106,2,0,0,1,1,0,0,9,3,0,7,0,5099,0,7403,0,6889,19391
2,158,6,3000,1,0,0,1,1,11,2,2,0,26344,0,1620,0,2667,6771,37402
0,125,4,3000,1,1,1,0,1,8,3,2,3,13302,524,0,2261,3580,3820,23487
4,41,2,0,0,1,1,1,0,2,1,0,5,0,614,566,3572,0,12232,16984
4,71,2,0,1,1,0,1,0,4,1,4,3,2947,863,768,0,0,8366,12944
2,80,5,10000,1,1,0,0,1,4,1,2,8,5156,3878,0,0,2087,6015,17136
4,80,5,0,1,0,0,1,0,7,2,2,0,6664,0,967,0,0,5476,13107
1,30,1,0,1,1,1,1,0,2,1,5,1,1705,150,526,1106,0,6280,9767
0,112,2,0,1,1,1,1,0,4,2,3,3,7373,685,1611,4902,0,7205,21776
0,148,1,2000,1,0,0,1,1,11,2,2,0,6541,0,1584,0,1486,7845,17456
1,194,3,2000,1,0,1,0,1,9,5,6,0,16625,0,0,15424,2488,4147,38684
4,85,2,0,1,0,0,1,0,4,1,3,0,1734,0,785,0,0,6595,9114
1,41,3,2000,1,1,1,0,1,2,1,1,5,154,2712,0,3106,1474,4782,12228
3,69,1,0,1,1,1,1,0,6,1,2,8,549,1506,853,1758,0,5369,10035
4,49,2,0,1,1,1,1,0,2,1,5,3,2829,390,771,3416,0,5277,12683
1,116,1,7000,1,1,0,1,1,4,3,2,1,3806,40,1362,0,3251,12722,21181
1,85,3,0,1,1,1,1,0,8,2,1,6,1476,1402,912,2018,0,7596,13404
3,248,3,0,1,1,1,1,0,24,4,1,3,3275,264,2716,17941,0,5309,29505
1,45,3,5000,1,0,0,1,1,4,1,3,0,1664,0,669,0,2012,6311,10656
2,45,7,0,1,0,1,0,0,4,1,5,0,9070,0,0,3623,0,7754,20447
3,58,2,0,1,1,0,1,0,3,1,1,6,162,3133,977,0,0,6916,11188
2,62,8,5000,1,0,1,0,1,6,1,2,0,14523,0,0,1776,1511,10190,28000
1,119,2,0,1,0,0,0,0,11,1,4,0,7619,0,0,0,0,5106,12725
4,99,3,0,1,1,0,0,0,5,1,6,7,7858,1463,0,0,0,7512,16833
2,61,8,2000,1,0,0,1,0,3,1,2,0,6879,0,723,0,0,5451,13053
1,65,2,0,1,0,0,1,0,5,1,4,0,2710,0,606,0,0,5941,9257
0,30,3,5000,1,1,1,1,1,2,1,4,3,977,584,435,2188,1751,7004,12939
2,124,5,7000,1,1,0,1,1,11,2,4,2,3029,264,1829,0,1495,6743,13360
4,79,4,0,1,1,1,1,0,3,2,1,2,3540,430,1033,1750,0,9319,16072
1,89,2,2000,1,0,1,0,1,4,1,2,0,2462,0,0,6418,2201,8952,20033
0,223,3,3000,1,0,0,0,1,17,6,4,0,11332,0,0,0,1795,4434,17561
4,21,3,0,1,0,0,1,0,2,1,6,0,1076,0,288,0,0,6436,7800
2,45,4,10000,0,1,0,0,1,2,1,0,6,0,2521,0,0,4798,7831,15150
2,115,4,3000,1,1,0,1,1,5,2,4,2,4088,236,1063,0,1803,5750,12940
0,66,2,0,1,1,1,0,0,3,2,3,4,4208,3119,0,4547,0,4869,16743
3,116,2,0,1,1,0,1,0,6,3,1,5,869,913,1154,0,0,7832,10768
3,232,3,0,0,0,0,1,0,17,4,0,0,0,0,3586,0,0,3778,7364
0,234,2,0,1,0,1,1,0,9,7,5,0,20696,0,3569,19240,0,7504,51009
0,221,3,0,1,1,0,1,0,9,4,2,6,2635,1897,2007,0,0,4524,11063
0,33,4,20000,1,1,0,1,1,2,1,5,8,1854,1127,377,0,4185,7619,15162
0,102,3,0,1,0,0,1,0,4,2,3,0,2086,0,1089,0,0,15051,18226
0,38,4,0,1,0,0,1,0,3,1,3,0,2232,0,483,0,0,4683,7398
2,160,8,5000,1,0,0,0,1,14,3,3,0,1553,0,0,0,1449,12774,15776
0,26,1,0,1,1,1,1,0,2,1,4,5,1737,649,327,740,0,5446,8899
3,202,1,0,1,0,1,1,0,11,4,5,0,7392,0,2510,8996,0,8291,27189
2,47,7,5000,1,0,0,1,1,3,1,5,0,3180,0,708,0,2003,11882,17773
4,54,4,0,1,1,0,0,0,4,1,2,8,5690,1412,0,0,0,8491,15593
1,127,4,20000,0,0,0,1,0,5,3,0,0,0,0,1255,0,0,10512,11767
1,86,3,7000,1,0,1,1,1,5,1,3,0,3431,0,927,4102,3603,5417,17480
2,103,5,0,1,1,0,1,0,7,2,6,8,8561,1319,1628,0,0,6813,18321
0,238,2,3000,1,1,1,1,1,12,4,3,5,4116,2017,3086,3985,3121,7505,23830
0,154,1,0,1,0,0,1,0,8,3,1,0,1386,0,1769,0,0,10020,13175
1,23,3,1000,1,1,0,0,1,2,1,5,6,1097,816,0,0,4184,9088,15185
4,56,5,0,1,1,1,0,0,2,1,6,2,5277,1695,0,3984,0,10462,21418
1,140,1,10000,0,1,0,0,1,6,2,0,1,0,251,0,0,1536,6209,7996
3,293,2,0,1,1,0,0,0,20,6,6,2,13115,10541,0,0,0,15584,39240
3,187,1,0,1,1,1,1,0,9,4,2,1,1227,935,1964,14775,0,9932,28833
3,216,2,0,1,1,0,1,0,15,3,5,2,8907,1148,2679,0,0,6184,18918
0,223,4,3000,1,1,0,1,1,22,6,1,6,11818,2090,3372,0,3663,3839,24782
0,159,3,0,1,1,1,0,0,10,3,2,5,4201,6823,0,3372,0,11176,25572
3,220,3,0,1,0,0,1,0,9,4,2,0,6551,0,3381,0,0,9896,19828
0,28,3,20000,1,1,0,0,1,2,1,5,6,1105,928,0,0,4557,3735,10325
4,30,4,0,1,1,0,0,0,2,1,2,1,2859,5,0,0,0,3703,6567
1,78,4,3000,0,1,1,1,1,5,1,0,5,0,1530,1056,2210,5171,7891,17858
3,300,2,0,1,1,0,0,0,27,7,3,5,7608,2204,0,0,0,7213,17025
0,71,2,2000,1,1,0,1,0,3,2,6,3,5288,506,944,0,0,6913,13651
3,70,2,0,1,1,0,1,0,5,1,3,8,1932,2103,829,0,0,9447,14311
1,85,2,3000,0,1,0,0,1,3,2,0,3,0,858,0,0,1873,4681,7412
4,60,2,0,1,0,0,1,0,3,1,6,0,3229,0,1083,0,0,6321,10633
2,71,5,10000,1,0,0,0,1,4,1,1,0,615,0,0,0,1772,7438,9825
0,100,3,0,1,1,1,1,0,4,3,3,7,2868,1663,1225,2669,0,6910,15335
3,105,2,0,1,1,0,0,0,9,2,6,1,7996,218,0,0,0,11455,19669
4,85,2,0,1,1,0,1,0,4,1,6,8,6490,1857,967,0,0,9935,19249
3,228,2,0,1,1,1,1,0,16,4,1,1,8126,456,2981,16492,0,12413,40468
3,210,1,0,0,1,0,1,0,16,4,0,3,0,699,2363,0,0,7285,10347
0,105,3,1000,1,1,1,1,1,9,2,5,4,4523,1136,962,1953,4805,4345,17724
0,114,4,0,1,0,1,1,0,7,3,4,0,16187,0,1464,5339,0,7884,30874
3,251,3,0,1,1,0,0,0,17,4,5,4,11628,1234,0,0,0,10509,23371
4,96,2,0,1,0,0,1,0,5,1,2,0,1142,0,1052,0,0,5713,7907
3,107,1,0,1,1,0,0,0,8,1,3,1,1025,318,0,0,0,8544,9887
4,58,5,0,1,1,0,1,0,2,1,4,7,7014,2129,611,0,0,8971,18725
0,179,1,0,0,1,1,1,0,12,3,0,3,0,523,2690,11917,0,6333,21463
2,53,8,0,1,1,0,0,0,2,1,3,6,13953,1250,0,0,0,8151,23354
2,149,4,5000,1,1,1,1,0,6,3,2,3,12807,555,2283,9292,0,11352,36289
3,146,1,0,1,1,1,0,0,13,4,2,3,2469,899,0,9344,0,7740,20452
4,86,2,0,1,1,0,1,0,3,2,5,2,5902,92,890,0,0,5199,12083
2,38,5,1000,1,1,1,0,0,2,1,3,6,3100,1963,0,1022,0,3674,9759
4,42,2,0,1,1,1,0,0,2,1,3,7,1483,1116,0,1223,0,6514,10336
3,214,2,0,1,1,1,0,0,13,5,1,5,449,3229,0,9309,0,5728,18715
3,203,2,0,1,0,1,0,0,9,3,3,0,4168,0,0,16144,0,4616,24928
3,100,3,0,1,1,0,1,0,5,1,4,5,3623,4226,1327,0,0,4953,14129
3,165,1,0,1,1,1,0,0,10,3,2,5,1852,664,0,8214,0,6779,17509
3,299,1,0,1,1,0,1,0,16,7,3,2,17937,1510,3278,0,0,5751,28476
2,82,5,2000,1,1,1,1,1,6,1,4,7,9928,5008,1391,5649,3218,4905,30099
